或	1360707
策	1360274
亿	1356562
族	1352399
气	1350195
转	1346822
再	1344339
校	1341529
阿	1340478
九	1328185
复	1325666
必	1325272
告	1325009
职	1317414
史	1311640
究	1308010
护	1304856
源	1303283
优	1298572
快	1294240
六	1292647
型	1290293
户	1287381
光	1284487
易	1274313
李	1268222
始	1266517
案	1262587
批	1256956
采	1251189
环	1251125
益	1250312
师	1247769
游	1245952
尼	1244412
则	1244288
神	1237680
较	1237347
演	1235287
它	1233823
医	1232081
况	1231102
列	1230162
她	1227938
厂	1227480
央	1227015
切	1224753
构	1224732
州	1220333
率	1215397
维	1213323
八	1204124
防	1203767
清	1193367
青	1192126
获	1190367
米	1189387
副	1188623
引	1188504
断	1187430
阶	1183330
评	1182918
热	1181759
罗	1179763
空	1178695
望	1175388
乐	1173758
七	1164262
站	1164015
验	1162621
包	1161147
未	1159694
连	1159187
你	1152410
显	1144057
识	1143954
许	1140871
类	1137233
千	1134078
升	1125166
超	1118944
号	1114531
态	1111148
何	1110766
低	1104487
称	1102135
河	1095780
图	1094898
足	1091533
装	1090654
严	1088780
仅	1087577
爱	1075742
注	1075187
击	1068602
房	1068574
土	1068071
预	1066897
落	1063101
境	1058772
片	1052693
值	1051886
速	1051265
胜	1050878
毛	1050830
讯	1047661
纪	1043375
边	1042133
洲	1040827
继	1032441
功	1025311
劳	1024758
谈	1023838
负	1023592
兴	1015394
双	1003327
象	1002433
份	1000307
季	998030
模	997864
武	997858
段	994481
且	991501
花	987689
响	984953
港	981692
乡	978747
客	976400
卫	974411
修	971990
试	971827
兰	970756
致	970205
容	968663
即	966260
照	965840
范	963793
艺	963755
料	960957
往	960181
红	959212
夫	955080
略	954398
存	948864
住	948157
宣	947987
什	946046
富	942818
排	941221
言	938467
监	936542
银	936001
款	934657
访	931493
声	931182
太	926684
儿	925981
失	923383
满	919546
普	919498
配	918200
互	917550
石	914662
希	913171
域	911295
曾	904737
限	904083
半	899973
依	898884
均	897167
财	895605
破	894939
除	894604
随	893634
销	890646
律	886365
亲	886318
层	886140
器	884264
卡	883890
铁	883653
终	879654
欧	879145
远	876351
字	872714
养	870572
奥	867259
善	864813
居	861133
购	860893
底	854114
火	853426
便	841069
古	839713
紧	838578
融	838490
险	833414
讲	830237
候	825294
离	818897
突	814994
病	814336
须	813851
白	812527
朝	811747
像	804917
承	799772
油	798870
星	798056
执	797948
黄	796585
食	796261
充	795948
检	795358
核	793931
博	792930
剧	791014
印	786735
班	785750
担	781487
占	778867
派	777790
官	777471
请	774322
帮	773192
算	771559
初	771506
属	769964
阳	764512
控	763620
货	762011
镇	761697
置	758072
按	757484
围	756217
刘	755192
春	752352
稳	751921
念	751584
愿	751581
困	751385
促	750644
纳	749720
陈	746520
降	742279
田	739533
福	737891
减	733273
警	732560
盘	732035
却	731251
早	730347
售	728467
奖	725441
础	723369
余	723143
伟	720976
板	708440
素	706863
欢	705973
够	703834
察	701519
仍	700736
景	698024
香	696307
待	696097
届	693796
健	693524
尽	690508
觉	687523
挥	686968
波	685941
培	685805
额	681120
版	680320
牌	678545
独	677254
飞	676637
例	673902
龙	673874
压	671775
密	670158
止	667350
康	665887
宁	665810
兵	665549
语	659191
送	658035
判	657654
贸	656429
材	656332
烈	655473
留	650979
鲜	650769
贫	649605
威	647995
攻	647034
伊	644520
买	643595
写	642823
努	642566
晚	641811
幅	641633
戏	640970
涨	638781
音	638496
某	637396
训	636017
帝	633114
录	632349
介	630542
歌	629136
审	627221
另	626452
园	624611
索	623482
良	622753
令	620232
岁	618165
票	616321
听	614372
绩	612435
适	611635
轻	610797
招	607868
钱	604099
扩	602727
午	600788
浪	600747
短	599671
湖	599355
练	598586
抓	596826
播	596012
药	594776
庆	592933
章	587688
抗	586232
补	584425
害	583501
馆	582755
括	581899
角	578990
临	578074
座	575527
迎	575183
刚	574603
盟	574597
闻	569518
男	569037
停	568965
旅	568366
黑	565389
措	564867
粮	563071
眼	562291
室	561514
激	559959
编	559072
荣	558676
献	556885
救	556523
丰	554253
移	554176
测	553145
虽	550382
络	550008
死	549931
拿	546487
状	545416
托	544899
障	544562
航	544063
竞	542869
沙	538496
著	537873
云	536312
读	534648
泽	529342
汉	528787
奇	526135
找	525576
宝	525354
侵	524837
故	523918
税	523828
刻	523594
诉	522776
跌	521535
轮	521265
孩	520728
绝	518636
召	518566
树	518537
征	516620
伤	516071
微	512400
画	512321
守	510959
巨	507557
否	505654
右	504978
危	504506
店	503499
哈	503446
针	502274
细	501824
木	499834
讨	498403
左	498329
智	496518
绍	495628
差	491080
逐	490775
草	490696
靠	489322
缺	488765
久	487259
温	486894
冠	486107
灾	486040
露	485507
喜	482629
援	481500
换	481411
庭	481119
苦	478276
彻	477740
摄	476992
驻	476638
湾	475386
钢	474171
媒	473433
督	472415
藏	471374
鲁	470657
犯	469412
永	468669
输	467639
雷	467016
矿	464736
签	463285
登	462493
扬	462260
遇	461117
错	458936
退	457907
坦	456230
杨	455440
冲	455026
顾	451151
秀	451109
曲	450147
固	449370
岛	448182
萨	447037
舞	446687
贵	444831
吃	444434
套	444421
追	443090
罪	442046
免	439811
诺	439359
疗	438872
卖	438801
拥	438758
急	438453
吉	437662
束	437212
敌	436764
绿	436250
钟	435529
库	435527
申	435042
楼	434081
陆	433125
贯	432066
块	431935
奋	431661
塔	430596
洋	428522
予	428342
典	428308
拍	425015
择	424091
川	423897
鼓	422382
简	422114
松	421653
祖	421525
瓦	419970
森	418021
搞	416239
甚	414617
筑	414220
败	414218
课	413412
付	413117
端	412474
附	411709
彩	411306
述	411085
弹	410369
探	410317
践	404360
析	402595
综	402342
顺	400769
损	400767
勒	400727
夏	400037
跟	397973
幕	396133
街	395481
旗	394358
煤	393827
既	393500
订	393309
币	392676
假	392097
泰	391661
阵	391554
汽	391165
映	391145
背	389799
怎	389368
般	389327
汇	388325
吸	387534
序	387531
洛	387057
母	385711
吴	385588
盛	385415
亩	384177
尚	384130
券	383966
麦	383435
俄	383044
胡	382911
韩	382825
纷	382367
涉	381592
频	380875
贷	379991
延	379535
私	379041
谢	377295
妇	376145
违	375390
旧	374253
射	373174
顿	370506
伯	368440
哥	368249
脱	367833
笔	366974
透	365848
吨	365769
雄	365357
键	364328
血	363997
植	363870
贡	363116
债	362515
怀	359978
塞	358746
船	357886
授	356813
乎	355305
丽	354843
答	354804
亮	354221
夺	354118
昨	353884
勇	353774
启	353725
坏	353658
借	353249
埃	352968
庄	352385
握	351746
恩	351314
杂	349882
似	349243
伦	348473
封	348267
盖	347134
津	346692
载	346314
杀	346303
呼	346294
玉	346219
励	345536
倍	345188
雨	344798
朋	344228
震	344228
疑	343528
堂	343011
蒙	342717
斤	339975
误	339739
署	339573
佳	339256
遍	338783
聚	338632
享	337257
桥	336982
夜	336574
唱	336092
遭	336015
倒	335403
瑞	334869
挑	334040
毕	333225
脑	332701
齐	331964
莫	331858
父	331354
零	330132
暴	330125
赵	328408
牛	327018
祝	327014
礼	326674
酒	326639
澳	325939
曼	324546
谋	323655
操	323583
归	323517
峰	323142
孙	322786
迪	322267
迫	320527
呢	319937
扶	318664
赞	318081
筹	317839
宗	317829
菜	317808
虑	317568
裁	316762
伍	316067
累	315763
牙	315580
肥	315345
迅	314276
遗	313073
皮	310349
掌	309890
休	307796
毒	307663
架	307090
禁	306698
野	306541
篮	305920
染	305014
惠	303504
雪	302915
岸	302034
洪	301942
厅	300882
繁	299942
叫	299284
纸	299239
童	298706
姆	297161
味	296723
玩	295865
锋	294937
朗	293684
杰	293196
杯	292790
码	292755
乱	292460
冬	292231
秘	292210
抢	290953
翻	290340
贝	290267
扎	288487
散	288147
泛	286537
乌	284462
脚	283784
梅	283706
灵	283392
莱	283144
软	282834
污	281412
异	281115
弟	280883
净	280611
迷	280232
哪	279247
顶	279168
丹	279063
赶	278713
谷	278329
婚	278223
笑	278171
途	277977
锦	277078
穿	277076
潮	277059
截	277029
尤	276910
润	275616
朱	275527
疫	274388
振	273870
肯	272458
词	272180
恢	271964
幸	271654
弱	270883
棉	270687
董	270506
储	269989
沿	269196
谁	268281
秋	268067
距	268004
衣	267923
恶	267345
寨	267266
丁	267071
宾	266648
宽	265360
跃	265215
晓	264878
估	264390
诚	264353
跑	264274
焦	262993
释	262027
熟	261949
冰	260192
赢	259625
邦	259435
怕	259306
若	259210
叶	259139
伙	258518
徐	257697
鱼	256755
坛	256747
符	256098
缩	255615
岗	255284
含	254990
残	254500
盾	253088
渐	251366
黎	251145
悉	250279
艰	250063
梦	249238
宏	248755
辆	248552
避	248528
辉	246933
兼	246593
爆	245727
敢	245673
杜	243605
宜	243266
折	243204
谊	241896
厚	241432
耕	241429
郑	240736
菲	240615
饭	240489
雅	239811
竟	239226
趋	238332
贴	238264
辑	237392
矛	237222
坐	236954
冷	236903
邓	236750
刊	236005
尊	235907
甲	235883
仪	235834
隆	235404
迹	234526
硬	233887
潜	233870
亡	233807
圣	233682
抵	233456
饰	233047
诗	232984
邀	232584
伴	232546
览	231651
殖	231108
乘	230639
谓	230254
劲	230006
皇	229879
静	229871
患	229601
篇	228943
唯	228635
末	228214
梁	227321
械	227113
井	226865
寻	226823
丝	225794
唐	225242
衡	225150
骨	224764
昌	224562
缓	223783
忠	223572
蒂	223115
掉	222914
勤	222015
贺	221611
牧	221159
吧	221136
罚	221003
概	218535
仓	218267
惊	217740
摩	217622
赫	216593
灭	216116
吗	215979
触	215874
挂	215669
蓝	214580
跨	213870
敬	213506
径	213221
苗	213156
偏	212969
刑	211252
替	210625
阴	210261
屋	209715
壮	209007
阻	208530
句	208430
疆	208307
拓	208118
租	208038
柬	206442
俱	205943
烟	205095
圈	203952
枪	203930
沟	203828
沉	203071
刺	202774
恐	202485
嘉	201861
浙	200901
跳	200803
询	200659
郭	200459
粉	199995
洁	199991
甘	199960
镜	198743
炼	197229
痛	196996
忙	196929
沈	196560
毫	196400
渠	196107
艾	196063
摆	195362
卷	195291
灯	195048
滑	194902
返	194890
疾	194575
誉	194534
楚	193895
邮	193603
姓	192613
弃	192102
废	192096
宫	191960
卢	191262
搭	191073
侧	190716
忘	190129
纽	190055
纯	188516
妈	188499
偿	188465
豪	187334
趣	187066
坡	186876
巩	186611
埔	186061
盈	185785
晨	185394
档	185147
亦	184856
宋	184668
佛	183761
揭	183383
闭	182744
炸	182646
册	181943
餐	181082
暂	180840
倾	180785
屏	180479
迈	180402
戴	180289
混	180166
慢	179808
绕	179225
肉	178978
旦	178619
娱	178586
牢	178571
辛	178566
徒	178513
猪	178346
兄	177808
鉴	177438
虚	177358
荡	177234
凯	177025
佩	176159
蒋	176079
撤	175922
乏	175773
宪	175444
凡	175328
仁	175090
桑	174748
链	174535
廉	174458
覆	173924
床	173279
肃	172630
珍	172447
孔	171925
棋	171559
穆	171557
拔	171415
巡	170576
阅	170321
辽	169779
泥	169771
呈	168682
乔	168548
龄	168415
您	167976
耳	167745
腐	166736
虎	166556
圳	166374
麻	166256
殊	166116
横	166085
鹏	165339
弗	165312
涛	165131
捷	164374
慧	163802
纲	163719
稻	163654
账	163058
炮	162849
役	162583
榜	162123
宇	162002
汗	161826
倡	161800
泉	161570
醒	161458
默	161457
拖	161124
胞	161062
堡	160914
妻	160643
籍	160066
搜	159986
恒	159967
捕	159618
袭	159250
抽	159185
伐	158968
圆	158756
纠	157876
拒	157086
荒	157050
茶	156610
敏	156115
舍	155988
敦	155532
烧	155486
箭	155437
暖	155110
胁	154989
洞	154971
赴	154816
撑	154396
墨	153446
帅	153441
遵	153329
迁	152991
欣	152813
池	152491
沃	152126
捐	151958
腾	151874
漫	151610
洗	151590
毁	151430
珠	150815
燃	149402
扣	149207
寸	148407
邻	148263
豆	147724
帕	147493
挖	146838
刀	146809
姐	146730
轨	146720
旱	146583
尾	146055
循	146036
哲	145966
晋	145779
陷	145661
薄	145541
隐	145485
袖	145353
奉	144793
宴	144715
炉	144618
逃	144383
骗	143818
舰	143494
赔	143486
惯	143117
亏	143071
箱	142743
尺	142500
拜	142490
递	141192
晶	140581
陕	140368
羊	140253
铜	140023
秒	139842
狂	139567
忧	139507
氏	139260
绪	139078
诸	138894
侨	138642
液	138605
赖	138385
冒	138113
貌	137608
脸	136852
饮	136691
削	136508
杆	135993
沪	135871
俊	135760
墙	135693
姚	135431
拟	135398
祥	134734
诊	134435
勃	134333
阔	133771
荐	133716
凭	133687
旁	133610
塑	133514
隔	133474
徽	133380
畜	133144
畅	133142
暗	132641
渡	132582
崇	132374
抱	131856
碍	131394
履	131009
荷	130711
渔	130643
谐	130482
奔	130481
霍	130417
忆	130305
猛	130105
耗	130084
赏	130079
滨	129997
炭	129391
陶	129278
稿	129096
扫	128955
俗	128591
拨	128434
浦	128224
巧	128123
昆	128048
毅	127847
裂	127622
穷	126513
灌	126349
柏	125671
韦	125575
奶	125291
驾	125176
凌	124837
魔	124779
挝	124759
携	124637
贾	124520
辞	124497
辩	124026
廷	123780
兹	123529
番	123484
寿	123374
盗	123358
凝	123229
牲	122623
幼	122254
驶	122087
剑	121977
嫌	121790
伏	121641
译	121640
掘	121512
虫	121494
址	121491
玛	121270
寒	121126
孟	120807
瓜	120795
窗	120786
耶	120737
铺	120701
戈	120682
氛	120602
懂	120559
旺	120201
摇	119885
搬	119829
锁	119608
淘	119529
啊	119501
缘	119383
纺	119072
聘	118790
裕	118673
奏	118666
舒	118577
竹	118384
凤	118069
糖	118006
君	117962
剩	117329
郎	117326
辅	117083
割	116855
症	116812
赤	116761
腊	116727
淡	116626
缴	116175
浩	116098
杭	115857
臣	115461
霸	115347
磨	114688
彭	114486
曹	114483
愈	114469
剂	114462
宿	114225
迟	114159
岩	114145
宅	114137
描	114114
妹	113974
鸟	113677
伪	113638
驱	113374
钻	113208
忽	113127
纵	113058
秦	113019
娘	112974
辟	112832
鸡	112717
叙	112469
涵	112284
熊	112183
旬	112021
允	111929
拆	111753
耀	111527
陪	111486
插	111393
浓	110911
芳	110653
壤	110607
锡	110532
冯	110164
颁	110009
逊	109750
胆	109694
壁	109616
赠	109615
碎	109528
尖	109502
耐	109081
闲	108570
怪	108415
填	108095
柱	107887
轰	107870
秩	107823
娜	107674
慰	107338
胶	107102
灰	107051
涌	106873
扰	106821
咨	106016
阁	105897
伸	105644
摸	105611
添	105507
潘	105467
炎	105334
厦	105248
悟	105209
岭	105072
辖	104597
朴	104463
盐	104260
募	103825
踏	103693
恰	103428
详	103413
硕	103395
蛋	103158
吹	102941
骑	102810
碳	102454
牵	102098
闹	101957
蔡	101953
拼	101910
酸	101878
彼	101201
芬	101065
琴	101000
昂	100743
披	100521
葡	100501
苹	99972
翰	99854
胀	99849
酷	99353
页	99320
峡	98882
栏	98877
挺	98793
桂	98714
惜	98622
绘	98496
喝	98420
溪	98178
旨	97088
枚	96852
蓄	96745
弄	96323
茨	96293
乃	95897
悲	95707
吁	95704
闪	95660
紫	95626
砖	95494
剥	95418
罢	95289
慎	94987
卓	94932
辈	94616
鸣	94612
肩	94415
浮	94357
厉	94159
偶	94087
诞	94043
尝	93840
寄	93752
御	93586
舆	93467
睡	93410
陵	93213
寺	92851
偷	92436
仔	92165
燕	91972
孤	91449
欠	91195
魏	91193
彰	90940
颗	90939
盲	90793
怒	90448
欲	90253
柴	89980
漏	89824
叛	89809
颜	89724
滚	89707
吕	89340
堆	89270
缅	89244
薪	89152
旋	89125
匹	89113
鞋	88932
锻	88819
奈	88665
柳	88309
脉	88132
蔬	88110
侯	87668
爸	87623
劣	87568
犹	87382
歧	87319
忍	87242
颇	87094
狗	86916
押	86834
恋	86750
谴	86748
腿	86736
刷	86539
粗	86524
摘	86314
狠	86136
逆	85196
汤	85045
谨	85013
匪	85008
弘	84985
框	84805
傅	84771
袋	84277
碰	84169
萄	84136
锐	84086
肖	83886
仿	83739
饲	83678
胸	83614
泳	83487
菌	83447
琳	83411
爷	83254
汪	83077
泪	83011
佐	82998
幻	82899
愤	82826
赋	82753
郊	82654
丈	82560
撞	81929
芝	81719
垃	81471
甸	81401
逼	81359
妥	81233
翼	81198
姜	81029
艳	80884
圾	80880
斌	80586
踪	80385
桃	80345
碑	80176
惩	79961
仰	79696
赚	79595
湿	79484
婆	79032
衷	78778
梯	78770
腰	78689
贤	78551
喊	78323
煌	78194
仙	78081
悬	77993
抛	77910
坝	77560
茂	77369
契	77365
冈	77117
嘴	76683
泊	76656
稍	76447
羽	76389
奴	76373
妙	76314
雕	75685
咱	75661
桌	75592
逝	75557
棒	75487
氧	75148
牺	74745
匈	74647
怖	74489
侦	74453
蓬	74433
慈	74276
涯	74102
滩	74028
郡	73990
稀	73942
泡	73937
戒	73929
烂	73839
夕	73698
仲	73642
扑	73582
瓶	73435
挤	73236
炒	73213
乒	73020
抚	72891
玻	72830
丢	72732
垄	72631
帜	72465
扮	72390
嫩	72275
姑	72241
攀	72120
惨	71990
衰	71975
顽	71798
袁	71672
枝	71617
饱	71409
瓷	71343
颖	71251
甜	71116
俘	70973
埋	70936
塘	70854
遣	70792
魂	70740
丧	70543
墓	70513
贪	70343
滋	70256
淮	70237
掩	70057
莉	69797
粒	69620
撒	69394
舟	69387
兽	69180
屈	69099
翔	69041
柯	68988
崔	68791
疯	68775
冻	68451
猫	68395
喷	68382
帽	68214
兑	68199
鬼	68163
衔	68059
漠	67947
柜	67920
踢	67821
讼	67780
雇	67650
玲	67538
疏	67389
逢	67097
烦	67094
娃	67045
桶	66995
挡	66979
庞	66949
堪	66937
坑	66810
鸿	66739
辨	66691
姿	66567
涂	66411
蹈	66405
栋	66269
脏	66263
尘	66145
乙	66077
扭	66075
劫	65939
凶	65885
串	65857
峻	65854
欺	65699
锅	65674
栽	65651
聊	65495
懈	65464
贩	65302
喀	65233
艇	65184
彪	64999
拳	64900
堵	64857
狱	64857
岳	64699
睛	64662
谱	64630
摊	64514
湘	64175
悦	64132
遥	64092
勋	63581
乳	63373
晰	63252
藤	63068
坊	63030
昭	62501
肺	62423
皆	62366
诈	62359
罕	62269
莲	62241
琼	62071
漂	61948
逻	61847
疲	61780
挫	61755
堤	61626
隶	61432
棚	61416
兆	61231
霞	61152
庙	61115
凉	61059
坎	61042
盼	61020
璃	60874
阐	60775
艘	60502
斥	60459
弥	60271
孝	60077
冶	60037
冀	59963
吐	59955
丘	59848
株	59790
酬	59770
慕	59592
劝	59527
纹	59392
赌	59320
掀	59318
抬	59209
滥	59141
叹	59062
浅	59015
葛	58735
恨	58177
诱	58131
芯	58099
溢	57885
勘	57826
仇	57784
慨	57752
汰	57646
抑	57459
缝	57441
卿	57426
飘	57405
吊	57342
胎	57315
爬	57267
搏	57225
卜	57165
滞	57004
柔	56894
孕	56830
垒	56672
豫	56275
晤	56221
曝	56079
敲	56050
铝	56008
闯	55946
铭	55898
鹿	55813
仗	55772
妨	55619
纤	55527
骤	55523
悠	55487
萧	55431
钦	55092
郁	54823
逾	54451
谭	54261
窝	54252
殿	54243
詹	54220
奠	54197
叔	54003
妄	53944
帐	53897
哭	53803
缔	53642
爵	53620
勾	53618
惑	53495
怨	53370
厘	53170
鼠	53157
捧	53028
挪	53003
姻	52954
砍	52237
彦	52061
呀	52055
廊	51973
亭	51927
腹	51927
屡	51859
杉	51770
亨	51675
铸	51673
竭	51635
虹	51614
轴	51324
翁	51225
乓	51220
丛	51190
狼	51149
纱	50970
莎	50905
擦	50838
膜	50782
颂	50779
顷	50742
函	50740
町	50572
啦	50569
旭	50524
滴	50462
憾	50421
窃	50377
绳	50325
葬	50151
剪	50139
熙	50131
惕	50128
拘	50046
催	50022
浴	49941
廖	49868
丑	49866
鹰	49794
鼎	49787
糊	49721
屠	49673
帆	49630
萍	49621
斜	49569
悄	49543
畏	49539
驰	49418
誓	49397
溉	49292
癌	49201
吾	49103
骂	48883
魅	48805
傲	48770
谦	48751
俩	48739
猜	48613
聪	48573
垂	48291
唤	48285
挣	48156
颠	48140
壳	48045
蕴	47957
贿	47937
歼	47934
茅	47826
泄	47757
涅	47684
骄	47562
碧	47410
邵	47125
绵	47119
蜂	47025
朵	46792
挽	46595
蕾	46589
腔	46504
逮	46439
擎	46418
笼	46370
镑	46169
磁	46133
弯	46129
暑	46097
盆	46030
吓	45834
俭	45829
僚	45790
妮	45744
卸	45741
焕	45587
夸	45543
夹	45538
鲍	45394
寓	45257
厨	45218
奎	45209
啥	45154
渴	45104
歇	45082
猎	44911
帖	44874
淀	44855
辱	44688
拦	44654
垦	44639
巷	44626
汛	44563
吞	44500
浇	44282
侠	44249
靖	44243
撰	44156
粤	44105
秧	44077
绸	44005
铃	43866
婴	43838
脂	43665
坪	43552
瑟	43545
鼻	43535
耻	43477
奸	43435
鞍	43351
磊	43305
殷	42937
膨	42926
酿	42873
雾	42841
哀	42818
沫	42815
嫁	42814
薛	42560
辰	42548
淑	42484
怡	42408
棵	42329
尸	42136
圭	42111
肆	42045
坤	41962
厄	41897
宙	41746
斑	41673
绑	41555
蛮	41529
驳	41479
卧	41379
苍	41365
漆	41326
齿	41303
悼	41290
邱	41277
灿	41241
揽	41193
橡	41095
臂	41056
蜜	40902
愁	40702
昔	40700
窄	40649
呵	40629
哨	40599
粪	40599
蛇	40587
疼	40485
砂	40375
蒸	40304
弊	40274
碗	40177
秉	40159
翠	40154
慌	40117
捉	39993
眉	39958
糕	39933
邹	39802
鹤	39756
愉	39730
禽	39692
鸭	39535
鑫	39490
阮	39462
螺	39429
擅	39421
渗	39380
衍	39368
挠	39357
脆	39324
颈	39300
钩	39243
幽	39165
瘦	39159
窑	39154
芒	39113
贼	38989
彬	38963
屯	38744
抄	38690
碱	38683
遏	38596
谣	38578
摧	38505
逸	38476
祸	38379
歪	38205
辐	38106
醉	38023
枢	38006
潭	38005
狮	38000
邪	37985
肤	37918
叠	37672
渝	37513
澜	37360
叉	37350
鄂	37307
禄	37218
衅	37204
庸	37181
尹	36901
暨	36862
肿	36853
儒	36840
勉	36804
歉	36761
迄	36488
垫	36482
裤	36359
拾	36351
韵	36318
遂	36289
盒	36165
轿	36164
澄	36053
悔	36024
饼	35814
咸	35693
肇	35686
祭	35657
肝	35541
砸	35527
椅	35443
肌	35412
泼	35324
闸	35250
墅	35239
糟	35140
瞩	35136
磋	35012
塌	34970
钉	34941
爽	34897
舱	34829
犁	34795
浸	34793
惧	34776
匠	34741
杠	34707
筋	34616
抖	34588
肠	34464
匆	34426
捞	34202
刮	34092
晴	34089
睦	33993
蔓	33872
辣	33831
娟	33823
赁	33767
挨	33747
戚	33712
郝	33705
尿	33654
蚀	33620
隧	33552
臭	33529
凸	33424
裸	33403
趁	33391
掠	33371
捍	33289
薯	33173
洽	33077
喻	32956
楠	32946
昏	32933
琪	32922
瞬	32890
莞	32887
晒	32755
炳	32684
囊	32653
摔	32637
涝	32436
裔	32381
僵	32351
罩	32316
厕	32315
浆	32311
芦	32291
